serialno,symbol,servicename,type,exchange,primaryexchange,currency,expiry,option,right,contractID,additionalInput,longvolume,shortvolume,aggression,minsize,barsstarttime,trailstop,preopen,streamingpriority,strategy
263,LLL,LLL,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,261.05,N,100,ADR
264,LH,LH,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,262.05,N,100,ADR
265,LRCX,LRCX,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,263.05,N,100,ADR
266,LM,LM,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,264.05,N,100,ADR
267,LEG,LEG,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,265.05,N,100,ADR
268,LEN,LEN,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,266.05,N,100,ADR
269,LUK,LUK,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,267.05,N,100,ADR
270,LLY,LLY,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,268.05,N,100,ADR
271,LNC,LNC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,269.05,N,100,ADR
272,LLTC,LLTC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,270.05,N,100,ADR
273,LMT,LMT,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,271.05,N,100,ADR
274,L,L,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,272.05,N,100,ADR
275,LO,LO,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,273.05,N,100,ADR
276,LOW,LOW,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,274.05,N,100,ADR
277,LSI,LSI,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,275.05,N,100,ADR
278,LYB,LYB,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,276.05,N,100,ADR
279,MTB,MTB,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,2000,,277.05,N,100,ADR
