[Thu Sep 05 14:57:00 IST 2013] INFO: ,Symbol,BarNo,HighestHigh,LowestLow,LastPrice,Volume,CumulativeVol,VolumeSlope,MinSlopeReqd,MA,LongVolume,ShortVolume,DateTime,ruleHighestHigh,ruleCumVolumeLong,ruleSlopeLong,ruleVolumeLong,ruleLowestLow,ruleCumVolumeShort,ruleSlopeShort,ruleVolumeShort 
[Thu Sep 05 14:57:35 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,918.4,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:35 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:36 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,918.7,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:36 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:36 IST 2013] INFO: ,BAJAJ-AUT,1,9.99999999E8,0.0,1919.95,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:36 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:38 IST 2013] INFO: ,BHARTIART,1,9.99999999E8,0.0,298.35,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:38 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:38 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,918.35,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:38 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:38 IST 2013] INFO: ,INFY,1,9.99999999E8,0.0,3029.75,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:38 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:40 IST 2013] INFO: ,BANKBAROD,1,9.99999999E8,0.0,506.35,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:40 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:41 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,918.4,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:41 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:42 IST 2013] INFO: ,BANKINDIA,1,9.99999999E8,0.0,146.35,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:42 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:42 IST 2013] INFO: ,BHARATFOR,1,9.99999999E8,0.0,248.25,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:42 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:42 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,918.0,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:42 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:43 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5606.0,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:43 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:43 IST 2013] INFO: ,BHARTIART,1,9.99999999E8,0.0,298.3,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:43 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:43 IST 2013] INFO: ,INFY,1,9.99999999E8,0.0,3030.0,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:43 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:44 IST 2013] INFO: ,BHARTIART,1,9.99999999E8,0.0,298.5,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:44 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:45 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5605.3,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:45 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:46 IST 2013] INFO: ,ACC,1,9.99999999E8,0.0,952.0,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:46 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:46 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5605.0,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:46 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:47 IST 2013] INFO: ,INFY,1,9.99999999E8,0.0,3030.7,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:47 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:47 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5605.05,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:47 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:48 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,918.15,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:48 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:49 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5605.0,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:49 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:49 IST 2013] INFO: ,BHARTIART,1,9.99999999E8,0.0,298.65,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:49 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:49 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,918.1,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:49 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:50 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5605.05,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:50 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:51 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5605.0,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:51 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:51 IST 2013] INFO: ,AXISBANK,1,9.99999999E8,0.0,918.0,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:51 IST,false,false,false,false,false,true,false,false 
[Thu Sep 05 14:57:52 IST 2013] INFO: ,NIFTY50,1,9.99999999E8,0.0,5605.05,-9223372036854775808,0,0.0,1.0666666666666667,4.9E-324,10,-500000,20130905 14:57:52 IST,false,false,false,false,false,true,false,false 
