Long Name,IB Symbol,Exchange Symbol,Currency,Contract ID,Exchange,Type
NATIONAL BUILDINGS CONSTRUCT,NBCC,NBCC,INR,105759522,NSE,STK
NATIONAL FERTILIZERS LTD,NFL,NFL,INR,56984588,NSE,STK
NATIONAL STEEL & AGRO INDUST,NATNLSTEE,NATNLSTEEL,INR,56984718,NSE,STK
NAVA BHARAT VENTURES LIMITED,NBVENTURE,NBVENTURES,INR,56984534,NSE,STK
NAVIN FLUORINE INTERNATIONAL,NAVINFLUO,NAVINFLUOR,INR,56984585,NSE,STK
NAVNEET EDUCATION LTD,NAVNETEDU,NAVNETEDUL,INR,56984672,NSE,STK
NCC LTD,NCC,NCC,INR,56984639,NSE,STK
NCL INDUSTRIES LIMITED,NCLIND,NCLIND,INR,56984549,NSE,STK
NECTAR LIFESCIENCES LTD,NECLIFE,NECLIFE,INR,56984648,NSE,STK
NELCAST LTD,NELCAST,NELCAST,INR,93977929,NSE,STK
NELCO LIMITED,NELCO,NELCO,INR,72140907,NSE,STK
NEPC INDIA LIMITED,NEPCMICON,NEPCMICON,INR,56984574,NSE,STK
NESCO LTD,NESCO,NESCO,INR,56984687,NSE,STK
NESTLE INDIA LIMITED,NESTLEIND,NESTLEIND,INR,64687316,NSE,STK
NET 4 INDIA LTD,NET4,NET4,INR,64687657,NSE,STK
NETWORK 18 MEDIA & INVTS LTD,NETWORK18,NETWORK18,INR,56984579,NSE,STK
NEULAND LABORATORIES LIMITED,NEULANDLA,NEULANDLAB,INR,56984647,NSE,STK
NEW DELHI TELEVISION LTD,NDTV,NDTV,INR,56984561,NSE,STK
NEXT MEDIAWORKS LTD,NEXTMEDIA,NEXTMEDIA,INR,56987265,NSE,STK
NEYVELI LIGNITE CORPORATION,NEYVELILI,NEYVELILIG,INR,56984642,NSE,STK
NHPC LTD,NHPC,NHPC,INR,68324175,NSE,STK
NICCO CORPORATION LIMITED,NICCO,NICCO,INR,56984609,NSE,STK
NIIT LIMITED,NIITLTD,NIITLTD,INR,56984612,NSE,STK
NIIT TECHNOLOGIES LTD,NIITTECH,NIITTECH,INR,56984634,NSE,STK
NILA INFRASTRUCTURE LTD,NILAINFRA,NILAINFRA,INR,64687068,NSE,STK
NILKAMAL LIMITED,NILKAMAL,NILKAMAL,INR,56984619,NSE,STK
NIRVIKARA PAPER MILLS LTD,NIRVIKARA,NIRVIKARA,INR,190108720,NSE,STK
NISSAN COPPER LTD,NCOPPER,NCOPPER,INR,95896184,NSE,STK
NITCO LTD,NITCO,NITCO,INR,56984629,NSE,STK
NITESH ESTATES LTD,NITESHEST,NITESHEST,INR,75245567,NSE,STK
NITIN FIRE PROTECTION INDS,NITINFIRE,NITINFIRE,INR,80616074,NSE,STK
NITIN SPINNERS LTD,NITINSPIN,NITINSPIN,INR,56984699,NSE,STK
NMDC LIMITED,NMDC,NMDC,INR,56984653,NSE,STK
NOCIL LIMITED,NOCIL,NOCIL,INR,56984659,NSE,STK
NOESIS INDUSTRIES LTD,NOESISIND,NOESISIND,INR,198232492,NSE,STK
NOIDA TOLL BRIDGE CO LTD,NOIDATOLL,NOIDATOLL,INR,56984705,NSE,STK
NORBEN TEA & EXPORTS,NORBTEAEX,NORBTEAEXP,INR,56984720,NSE,STK
NORTHGATE COM TECH LTD,NGCT,NGCT,INR,138171450,NSE,STK
NRB BEARINGS LIMITED,NRBBEARIN,NRBBEARING,INR,56984682,NSE,STK
NRB INDUSTRIAL BEARINGS LTD,NIBL,NIBL,INR,125542995,NSE,STK
NTPC LIMITED,NTPC,NTPC,INR,49982069,NSE,STK
NU TEK INDIA LIMITED,NUTEK,NUTEK,INR,71336878,NSE,STK
NUCLEUS SOFTWARE EXPORTS LTD,NUCLEUS,NUCLEUS,INR,56984554,NSE,STK
OBEROI REALTY LTD,OBEROIRLT,OBEROIRLTY,INR,80268159,NSE,STK
OCL INDIA LIMITED,OCL,OCL,INR,56983674,NSE,STK
OCL IRON AND STEEL LTD,OISL,OISL,INR,56983634,NSE,STK
OIL & NATURAL GAS CORP LTD,ONGC,ONGC,INR,83845926,NSE,STK
OIL COUNTRY TUBULAR LIMITED,OILCOUNTU,OILCOUNTUB,INR,56983628,NSE,STK
OIL INDIA LTD,OIL,OIL,INR,69422667,NSE,STK
OM METALS INFRAPROJECTS LTD,OMMETALS,OMMETALS,INR,64687287,NSE,STK
OMAX AUTOS LIMITED,OMAXAUTO,OMAXAUTO,INR,56983639,NSE,STK
OMAXE LIMITED,OMAXE,OMAXE,INR,56983611,NSE,STK
OMKAR SPECIALITY CHEMICALS L,OMKARCHEM,OMKARCHEM,INR,83937229,NSE,STK
OMNITECH INFOSOLUTIONS LTD,OMNITECH,OMNITECH,INR,56983640,NSE,STK
ONELIFE CAPITAL ADVISORS LTD,ONELIFECA,ONELIFECAP,INR,95920654,NSE,STK
ONMOBILE GLOBAL LIMITED,ONMOBILE,ONMOBILE,INR,56983645,NSE,STK
ONWARD TECHNOLOGIES LTD,ONWARDTEC,ONWARDTEC,INR,56983649,NSE,STK
OPAL LUXURY TIME PRODUCTS LT,OPAL,OPAL_SM,INR,125686057,NSE,STK
OPTO CIRCUITS INDIA LTD,OPTOCIRCU,OPTOCIRCUI,INR,56983662,NSE,STK
ORACLE FINANCIAL SERVICES,OFSS,OFSS,INR,56983625,NSE,STK
ORBIT CORPORATION LTD,ORBITCORP,ORBITCORP,INR,56983664,NSE,STK
ORBIT EXPORTS LIMITED,ORBTEXP,ORBTEXP,INR,64687065,NSE,STK
ORCHID CHEMICALS & PHARMA,ORCHIDCHE,ORCHIDCHEM,INR,56983619,NSE,STK
ORICON ENTERPRISES LTD,ORICONENT,ORICONENT,INR,90825447,NSE,STK
ORIENT ABRASIVES LIMITED,ORIENTABR,ORIENTABRA,INR,56983601,NSE,STK
ORIENT BELL LTD,ORIENTBEL,ORIENTBELL,INR,56983669,NSE,STK
ORIENT CEMENT LTD,ORIENTCEM,ORIENTCEM,INR,123772482,NSE,STK
ORIENT GREEN POWER CO LTD,GREENPOWE,GREENPOWER,INR,79773542,NSE,STK
ORIENT PAPER & INDUSTRIES,ORIENTPPR,ORIENTPPR,INR,56983659,NSE,STK
ORIENT PRESS LTD,ORIENTLTD,ORIENTLTD,INR,73168813,NSE,STK
ORIENT REFRACTORIES LTD,ORIENTREF,ORIENTREF,INR,103838436,NSE,STK
ORIENTAL BANK OF COMMERCE,ORIENTBAN,ORIENTBANK,INR,56983614,NSE,STK
ORIENTAL HOTELS LTD,ORIENTHOT,ORIENTHOT,INR,80808296,NSE,STK
ORIENTAL TRIMEX LTD,ORIENTALT,ORIENTALTL,INR,56983680,NSE,STK
ORISSA MINERALS DEVELOPMENT,ORISSAMIN,ORISSAMINE,INR,115678573,NSE,STK
ORTEL COMMUNICATIONS LTD,ORTEL,ORTEL,INR,187397551,NSE,STK
OSWAL CHEMICALS & FERTILIZER,BINDALAGR,BINDALAGRO,INR,56988004,NSE,STK
OUDH SUGAR MILLS LTD,OUDHSUG,OUDHSUG,INR,75733027,NSE,STK
PAE LTD,PAEL,PAEL,INR,56986685,NSE,STK
PAGE INDUSTRIES LTD,PAGEIND,PAGEIND,INR,56986688,NSE,STK
PAN INDIA CORPORATION LTD,SRGINFOTE,SRGINFOTEC,INR,56986761,NSE,STK
PANACEA BIOTEC LIMITED,PANACEABI,PANACEABIO,INR,56986975,NSE,STK
PANAMA PETROCHEM LTD,PANAMAPET,PANAMAPET,INR,166851655,NSE,STK
PANORAMIC UNIVERSAL LTD,PANORAMUN,PANORAMUNI,INR,56987045,NSE,STK
PANTALOONS FASHIONS AND RETA,PFRL,PFRL,INR,125839516,NSE,STK
PARABOLIC DRUGS LTD,PARABDRUG,PARABDRUGS,INR,76882190,NSE,STK
PARAMOUNT COMMUNICATION LTD,PARACABLE,PARACABLES,INR,56987030,NSE,STK
PARAMOUNT PRINTPACKAGING LTD,PARAPRINT,PARAPRINT,INR,87874712,NSE,STK
PARAS PETROFILS LTD,PARASPETR,PARASPETRO,INR,78526168,NSE,STK
PARENTERAL DRUGS INDIA LTD,PDPL,PDPL,INR,64688076,NSE,STK
PARRYS SUGAR INDUSTRIES LTD.,PARRYSUGA,PARRYSUGAR,INR,56986267,NSE,STK
PARSVNATH DEVELOPERS LTD,PARSVNATH,PARSVNATH,INR,79938318,NSE,STK
PATEL ENGINEERING LTD,PATELENG,PATELENG,INR,56986718,NSE,STK
PATEL INTERGRATED LOGISTICS,PATINTLOG,PATINTLOG,INR,56987078,NSE,STK
PATSPIN INDIA LIMITED,PATSPINLT,PATSPINLTD,INR,56987090,NSE,STK
PBA INFRASTRUCTURE LTD,PBAINFRA,PBAINFRA,INR,56986703,NSE,STK
PC JEWELLER LTD,PCJEWELLE,PCJEWELLER,INR,119653211,NSE,STK
PDS MULTINATIONAL FASHIONS L,PDSMFL,PDSMFL,INR,171312784,NSE,STK
PEACOCK INDUSTRIES LTD,PILIND,PILIND,INR,135889364,NSE,STK
PEARL GLOBAL INDUSTRIES LTD,PGIL,PGIL,INR,56983924,NSE,STK
PEARL POLYMERS LIMITED,PEARLPOLY,PEARLPOLY,INR,56987027,NSE,STK
PENINSULA LAND LIMITED,PENINLAND,PENINLAND,INR,56986722,NSE,STK
PENNAR INDUSTRIES LTD,PENIND,PENIND,INR,64688222,NSE,STK
PERSISTENT SYSTEMS LTD,PERSISTEN,PERSISTENT,INR,74018573,NSE,STK
PETRON ENGINEERING CONST LTD,PETRONENG,PETRONENGG,INR,56987075,NSE,STK
PETRONET LNG LTD,PETRONET,PETRONET,INR,56986960,NSE,STK
PFIZER LIMITED,PFIZER,PFIZER,INR,56986739,NSE,STK
PG ELECTROPLAST LTD,PGEL,PGEL,INR,95168535,NSE,STK
PHILLIPS CARBON BLACK LTD,PHILIPCAR,PHILIPCARB,INR,56986755,NSE,STK
PHOENIX LAMPS LTD,PHOENIXLL,PHOENIXLL,INR,56986948,NSE,STK
PHOENIX MILLS LIMITED,PHOENIXLT,PHOENIXLTD,INR,56986758,NSE,STK
PI INDUSTRIES LTD,PIIND,PIIND,INR,125590703,NSE,STK
PIDILITE INDUSTRIES LTD,PIDILITIN,PIDILITIND,INR,56986764,NSE,STK
PIONEER DISTILLERIES LTD,PIONDIST,PIONDIST,INR,64688544,NSE,STK
PIONEER EMBROIDERIES LTD,PIONEEREM,PIONEEREMB,INR,56986979,NSE,STK
PIPAVAV DEFENCE & OFFSHORE E,PIPAVAVDO,PIPAVAVDOC,INR,71556544,NSE,STK
PIRAMAL ENTERPRISES LTD,PEL,PEL,INR,56986920,NSE,STK
PIRAMAL PHYTOCARE LTD,PIRPHYTO,PIRPHYTO,INR,56986970,NSE,STK
PITTI LAMINATIONS LTD,PITTILAM,PITTILAM,INR,190197640,NSE,STK
PLASTIBLENDS INDIA LTD,PLASTIBLE,PLASTIBLEN,INR,103357254,NSE,STK
PLETHICO PHARMACEUTICALS LTD,PLETHICO,PLETHICO,INR,56986955,NSE,STK
PNB GILTS LTD,PNBGILTS,PNBGILTS,INR,56986748,NSE,STK
PNC INFRATECH LTD,PNCINFRA,PNCINFRA,INR,195552847,NSE,STK
POCHIRAJU INDUSTRIES LTD,POCHIRAJU,POCHIRAJU,INR,56986934,NSE,STK
POLAR INDUSTRIES LIMITED,POLARIND,POLARIND,INR,56986958,NSE,STK
POLARIS CONSULTING & SERVICE,POLARIS,POLARIS,INR,56986982,NSE,STK
POLY MEDICURE LTD,POLYMED,POLYMED,INR,182024363,NSE,STK
POLYPLEX CORPORATION LTD,POLYPLEX,POLYPLEX,INR,56986999,NSE,STK
PONNI SUGARS ERODE LTD,PONNIEROD,PONNIERODE,INR,56987055,NSE,STK
POWER FINANCE CORPORATION,PFC,PFC,INR,56986985,NSE,STK
POWER GRID CORP. OF INDIA LTD.,POWERGRID,POWERGRID,INR,50486118,NSE,STK
PPAP AUTOMOTIVE LTD,PPAP,PPAP,INR,56986994,NSE,STK
PRADIP OVERSEAS LTD,PRADIP,PRADIP,INR,73966593,NSE,STK
PRAJ INDUSTRIES LIMITED,PRAJIND,PRAJIND,INR,56987021,NSE,STK
PRAJAY ENGINEERS SYNDICATE,PRAENG,PRAENG,INR,56986728,NSE,STK
PRAKASH CONSTROWELL LTD,PRAKASHCO,PRAKASHCON,INR,118765238,NSE,STK
PRAKASH INDUSTRIES LIMITED,PRAKASH,PRAKASH,INR,56986940,NSE,STK
PRAKASH STEELAGE LTD,PRAKASHST,PRAKASHSTL,INR,78384262,NSE,STK
PRATIBHA INDUSTRIES LTD,PRATIBHA,PRATIBHA,INR,77606368,NSE,STK
PRECISION WIRES INDIA LTD,PRECWIRE,PRECWIRE,INR,56987115,NSE,STK
PRECOT MERIDIAN LTD,PRECOT,PRECOT,INR,80664987,NSE,STK
PREMIER LIMITED,PREMIER,PREMIER,INR,56987000,NSE,STK
PREMIER POLYFILM LTD,PREMIERPO,PREMIERPOL,INR,112722674,NSE,STK
PRESSMAN ADVERTISING LTD,PRESSMN,PRESSMN,INR,56984537,NSE,STK
PRESTIGE ESTATES PROJECTS,PRESTIGE,PRESTIGE,INR,80409127,NSE,STK
PRICOL LIMITED,PRICOL,PRICOL,INR,56987005,NSE,STK
PRIME FOCUS LTD,PFOCUS,PFOCUS,INR,80443088,NSE,STK
PRIME SECURITIES LIMITED,PRIMESECU,PRIMESECU,INR,56987050,NSE,STK
PRISM CEMENT LIMITED,PRISMCEM,PRISMCEM,INR,56987036,NSE,STK
PRITISH NANDY COMMUNICATIONS,PNC,PNC,INR,56987040,NSE,STK
PROCTER & GAMBLE HYGIENE,PGHH,PGHH,INR,56986742,NSE,STK
PROVOGUE (INDIA) LTD,PROVOGE,PROVOGE,INR,105020964,NSE,STK
PROZONE INTU PROPERTIES LTD,PROZONE,PROZONINTU,INR,103798449,NSE,STK
PSL LTD,PSL,PSL,INR,56987057,NSE,STK
PTC INDIA FINANCIAL SERVICES,PFS,PFS,INR,86273107,NSE,STK
PTC INDIA LTD,PTC,PTC,INR,56987070,NSE,STK
PTL ENTERPRISES LIMITED,PTL,PTL,INR,56987084,NSE,STK
PUDUMJEE INDUSTRIES LIMITED,PDUMJEIND,PDUMJEIND,INR,56986715,NSE,STK
PUDUMJEE PULP & PAPER MILLS,PDUMJEPUL,PDUMJEPULP,INR,58952962,NSE,STK
PUNJ LLOYD LIMITED,PUNJLLOYD,PUNJLLOYD,INR,56987096,NSE,STK
PUNJAB & SIND BANK,PSB,PSB,INR,82450884,NSE,STK
PUNJAB CHEMICALS & CROP PROT,PUNJABCHE,PUNJABCHEM,INR,56986708,NSE,STK
PUNJAB NATIONAL BANK,PNB,PNB,INR,176235422,NSE,STK
PURAVANKARA PROJECTS LTD,PURVA,PURVA,INR,56987101,NSE,STK
PVP VENTURES LTD,PVP,PVP,INR,56987105,NSE,STK
PVR LTD,PVR,PVR,INR,56987108,NSE,STK
QUANTUM GOLD FUND,QGOLDHALF,QGOLDHALF,INR,56983252,NSE,STK
QUANTUM INDEX FUND,QNIFTY,QNIFTY,INR,56983247,NSE,STK
QUINTEGRA SOLUTIONS LTD,QUINTEGRA,QUINTEGRA,INR,56983249,NSE,STK
R SYSTEMS INTERNATIONAL LTD,RSYSTEMS,RSYSTEMS,INR,144042132,NSE,STK
R* SHARES BANKING ETF,RELBANK,RELBANK,INR,56984765,NSE,STK
R* SHARES GOLD ETF,RELGOLD,RELGOLD,INR,56984798,NSE,STK
R*SHARES CNX 100 ETF,RELCNX100,RELCNX100,INR,125091635,NSE,STK
R*SHARES CONSUMPTION ETF,RELCONS,RELCONS,INR,148497882,NSE,STK
R*SHARES DIVIDEND OPP ETF,RELDIVOPP,RELDIVOPP,INR,149638965,NSE,STK
R*SHARES NIFTY ETF,RELNIFTY,RELNIFTY,INR,139357212,NSE,STK
R*SHARES NV20 ETF,RELNV20,RELNV20,INR,198158175,NSE,STK
R.P.P. INFRA PROJECTS LTD,RPPINFRA,RPPINFRA,INR,81608724,NSE,STK
R.S. SOFTWARE (INDIA),RSST,RSSOFTWARE,INR,180114435,NSE,STK
RADAAN MEDIAWORKS INDIA LTD,RADAAN,RADAAN,INR,56984857,NSE,STK
RADHA MADHAV CORPORATION LTD,RMCL,RMCL,INR,56984845,NSE,STK
RADICO KHAITAN LTD,RADICO,RADICO,INR,56984785,NSE,STK
RAIN INDUSTRIES LTD,RAIN,RAIN,INR,89519965,NSE,STK
RAINBOW PAPERS LTD,RAINBOWPA,RAINBOWPAP,INR,77849463,NSE,STK
RAISAHEB REKHCHAND MOHOTA,RAIREKMOH,RAIREKMOH,INR,76142609,NSE,STK
RAJ OIL MILLS LIMITED,RAJOIL,RAJOIL,INR,67426868,NSE,STK
RAJ RAYON INDUSTRIES LTD,RAJRAYON,RAJRAYON,INR,123485661,NSE,STK
RAJ TELEVISION NETWORK LTD,RAJTV,RAJTV,INR,146552236,NSE,STK
RAJESH EXPORTS LIMITED,RAJESHEXP,RAJESHEXPO,INR,56984828,NSE,STK
RAJSHREE SUGARS & CHEMICALS,RAJSREESU,RAJSREESUG,INR,56984908,NSE,STK
RAJVIR INDUSTRIES LTD,RAJVIR,RAJVIR,INR,56984745,NSE,STK
RALLIS INDIA LTD,RALLIS,RALLIS,INR,90857628,NSE,STK
RAMCO CEMENTS LTD/THE,RAMCOCEM,RAMCOCEM,INR,56987148,NSE,STK
RAMCO INDUSTRIES LTD,RAMCOIND,RAMCOIND,INR,68504419,NSE,STK
RAMCO SYSTEMS LTD,RAMCOSYS,RAMCOSYS,INR,56984851,NSE,STK
RAMKRISHNA FORGINGS LTD,RKFORGE,RKFORGE,INR,56984860,NSE,STK
RAMKY INFRASTRUCTURE LTD,RAMKY,RAMKY,INR,79773545,NSE,STK
RAMSARUP INDUSTRIES LTD,RAMSARUP,RAMSARUP,INR,56984759,NSE,STK
RANA SUGARS LIMITED,RANASUG,RANASUG,INR,56984760,NSE,STK
RANE BRAKE LINING LTD,RBL,RBL,INR,56984735,NSE,STK
RANE ENGINE VALVES LTD,RANEENGIN,RANEENGINE,INR,56984929,NSE,STK
RANE HOLDINGS LTD,RANEHOLDI,RANEHOLDIN,INR,56984822,NSE,STK
RANE MADRAS LTD,RML,RML,INR,56984864,NSE,STK
RASHTRIYA CHEMICALS & FERT,RCF,RCF,INR,56984768,NSE,STK
RASOYA PROTEINS LTD,RASOYPR,RASOYPR,INR,124671906,NSE,STK
RATNAMANI METALS & TUBES LTD,RATNAMANI,RATNAMANI,INR,56984874,NSE,STK
RATTANINDIA INFRASTRUCTURE L,RTNINFRA,RTNINFRA,INR,101425171,NSE,STK
RATTANINDIA POWER LTD,RTNPOWER,RTNPOWER,INR,72432181,NSE,STK
RAVI KUMAR DISTILLERIES LTD,RKDL,RKDL,INR,82395863,NSE,STK
RAYMOND LIMITED,RAYMOND,RAYMOND,INR,56984932,NSE,STK
REDINGTON INDIA LTD,REDINGTON,REDINGTON,INR,78015307,NSE,STK
REFEX INDUSTRIES LTD,REFEX,REFEX,INR,64689776,NSE,STK
REGENCY CERAMICS LIMITED,REGENCERA,REGENCERAM,INR,56984819,NSE,STK
REI AGRO LTD,REIAGROLT,REIAGROLTD,INR,68213321,NSE,STK
REI SIX TEN RETAIL LTD,REISIXTEN,REISIXTEN,INR,75733197,NSE,STK
RELAXO FOOTWEARS LTD,RELAXO,RELAXO,INR,138995139,NSE,STK
RELIANCE CAPITAL LIMITED,RELCAPITA,RELCAPITAL,INR,56984773,NSE,STK
RELIANCE COMMUNICATIONS LTD,RCOM,RCOM,INR,44652020,NSE,STK
RELIANCE INDUS INFRASTRUCT,RIIL,RIIL,INR,56984825,NSE,STK
RELIANCE INDUSTRIES LIMITED,RELIANCE,RELIANCE,INR,44652000,NSE,STK
RELIANCE INFRASTRUCTURE LTD,RELINFRA,RELINFRA,INR,44652170,NSE,STK
RELIANCE POWER LIMITED,RPOWER,RPOWER,INR,53680378,NSE,STK
RELIGARE ENTERPRISES LIMITED,RELIGARE,RELIGARE,INR,56984807,NSE,STK
RELIGARE INVESCO GOLD ETF,RELIGAREG,RELIGAREGO,INR,73477773,NSE,STK
RELIGARE INVESCO NIFTY ETF,RELGRNIFT,RELGRNIFTY,INR,89579627,NSE,STK
REMSONS INDUSTRIES LTD,REMSONSIN,REMSONSIND,INR,56984905,NSE,STK
RENAISSANCE JEWELLERY LTD,RJL,RJL,INR,56984808,NSE,STK
REPCO HOME FINANCE LTD,REPCOHOME,REPCOHOME,INR,125203631,NSE,STK
REPRO INDIA LIMITED,REPRO,REPRO,INR,56984813,NSE,STK
RESPONSIVE INDUSTRIES LTD,RESPONIND,RESPONIND,INR,79828458,NSE,STK
RESURGERE MINES & MINERALS,RMMIL,RMMIL,INR,108762978,NSE,STK
REVATHI EQUIPMENT LTD,REVATHI,REVATHI,INR,56984783,NSE,STK
RICO AUTO INDUSTRIES LTD,RICOAUTO,RICOAUTO,INR,56984739,NSE,STK
ROHIT FERRO TECH LTD,ROHITFERR,ROHITFERRO,INR,56984884,NSE,STK
ROLTA INDIA LIMITED,ROLTA,ROLTA,INR,56984840,NSE,STK
ROSSELL INDIA LIMITED,ROSSELLIN,ROSSELLIND,INR,114530220,NSE,STK
ROYAL ORCHID HOTELS LTD,ROHLTD,ROHLTD,INR,56984891,NSE,STK
RPG LIFE SCIENCES LTD,RPGLIFE,RPGLIFE,INR,56984899,NSE,STK
RSWM LIMITED,RSWM,RSWM,INR,56984839,NSE,STK
RUBY MILLS LTD,RUBYMILLS,RUBYMILLS,INR,117635686,NSE,STK
RUCHI INFRASTRUCTURE LTD,RUCHINFRA,RUCHINFRA,INR,75733126,NSE,STK
RUCHI SOYA INDUSTRIES LTD,RUCHISOYA,RUCHISOYA,INR,56984902,NSE,STK
RUCHIRA PAPERS LTD,RUCHIRA,RUCHIRA,INR,56984925,NSE,STK
RUPA & COMPANY LTD,RUPA,RUPA,INR,98503990,NSE,STK
RURAL ELECTRIFICATION CORP,RECLTD,RECLTD,INR,56984788,NSE,STK
RUSHIL DECOR LTD,RUSHIL,RUSHIL,INR,90629432,NSE,STK
SADBHAV ENGINEERING LTD,SADBHAV,SADBHAV,INR,81644839,NSE,STK
SAGAR CEMENTS LIMITED,SAGCEM,SAGCEM,INR,56988961,NSE,STK
SAKSOFT LIMITED,SAKSOFT,SAKSOFT,INR,56988501,NSE,STK
SAKTHI SUGARS LIMITED,SAKHTISUG,SAKHTISUG,INR,56989262,NSE,STK
SAKUMA EXPORTS LTD,SAKUMA,SAKUMA,INR,56988494,NSE,STK
SAL STEEL LTD,SALSTEEL,SALSTEEL,INR,56988506,NSE,STK
SALORA INTERNATIONAL LTD,SALORAINT,SALORAINTL,INR,56989070,NSE,STK
SAMBHAAV MEDIA LTD,SAMBHAAV,SAMBHAAV,INR,56986965,NSE,STK
SAMTEL COLOR LIMITED,SAMTEL,SAMTEL,INR,56989244,NSE,STK
SANDESH LIMITED,SANDESH,SANDESH,INR,56988546,NSE,STK
SANGAM (INDIA) LIMITED,SANGAMIND,SANGAMIND,INR,56989094,NSE,STK
SANGHI INDUSTRIES LIMITED,SANGHIIND,SANGHIIND,INR,56989091,NSE,STK
SANGHVI FORGING & ENGINEERIN,SANGHVIFO,SANGHVIFOR,INR,88794735,NSE,STK
SANGHVI MOVERS LIMITED,SANGHVIMO,SANGHVIMOV,INR,56988971,NSE,STK
SANOFI INDIA LTD,SANOFI,SANOFI,INR,56983919,NSE,STK
SANWARIA AGRO OILS LTD,SANWARIA,SANWARIA,INR,56988511,NSE,STK
SARDA ENERGY & MINERALS LTD,SARDAEN,SARDAEN,INR,64685106,NSE,STK
SAREGAMA INDIA LTD,SAREGAMA,SAREGAMA,INR,56986164,NSE,STK
SARLA PERFORMANCE FIBERS LTD,SARLAPOLY,SARLAPOLY,INR,56989189,NSE,STK
SASKEN COMMUNICATION TECHNO,SASKEN,SASKEN,INR,56988481,NSE,STK
SATHAVAHANA ISPAT LTD,SATHAISPA,SATHAISPAT,INR,56989371,NSE,STK
SAVITA OIL TECHNOLOGIES LTD,SOTL,SOTL,INR,56989361,NSE,STK
SBI ETF-NIFTY JUNIOR,SETFNIFJR,SETFNIFJR,INR,188614737,NSE,STK
SBI ETF-NIFTY,SETFNIFTY,SETFNIFTY,INR,201495097,NSE,STK
SBI GOLD EXCHANGE TRADED SCH,SBIGETS,SBIGETS,INR,75733308,NSE,STK
SBI-ETF-BANKING,SETFBANK,SETFBANK,INR,188614735,NSE,STK
SCHNEIDER ELECTRIC INFRASTRU,SCHNEIDER,SCHNEIDER,INR,99961804,NSE,STK
SE INVESTMENTS LTD,SEINV,SEINV,INR,95983176,NSE,STK
SE POWER LTD,SEPOWER,SEPOWER,INR,111418805,NSE,STK
SEAMEC LTD,SEAMECLTD,SEAMECLTD,INR,56988551,NSE,STK
SEL MANUFACTURING CO. LTD.,SELMCL,SELMCL,INR,56988557,NSE,STK
SELAN EXPLORATION TECHNOLOGY,SELAN,SELAN,INR,56989419,NSE,STK
SERVALAKSHMI PAPER LTD,SERVALL,SERVALL,INR,87944441,NSE,STK
SESHASAYEE PAPER & BOARDS,SESHAPAPE,SESHAPAPER,INR,56989125,NSE,STK
SEZAL GLASS LTD,SEZAL,SEZAL,INR,97611622,NSE,STK
SHAH ALLOYS LTD,SHAHALLOY,SHAHALLOYS,INR,75733253,NSE,STK
SHAKTI PUMPS (INDIA) LTD,SHAKTIPUM,SHAKTIPUMP,INR,64684786,NSE,STK
SHALIMAR PAINTS LTD,SHALPAINT,SHALPAINTS,INR,116806357,NSE,STK
SHANTHI GEARS LIMITED,SHANTIGEA,SHANTIGEAR,INR,56988957,NSE,STK
SHARDA CROPCHEM LTD,SHARDACRO,SHARDACROP,INR,167959564,NSE,STK
SHARON BIO-MEDICINE LTD,SHARONBIO,SHARONBIO,INR,144304116,NSE,STK
SHASUN PHARMACEUTICALS LTD,SHASUNPHA,SHASUNPHAR,INR,56989211,NSE,STK
SHEKHAWATI POLY-YARN LTD,SPYL,SPYL,INR,125481735,NSE,STK
SHEMAROO ENTERTAINMENT LTD,SHEMAROO,SHEMAROO,INR,168719320,NSE,STK
SHILPA MEDICARE LTD,SHILPAMED,SHILPAMED,INR,64684632,NSE,STK
SHILPI CABLE TECHNOLOGIES LT,SHILPI,SHILPI,INR,86622426,NSE,STK
SHIPPING CORP OF INDIA LTD,SCI,SCI,INR,56988535,NSE,STK
SHIRPUR GOLD REFINERY LTD,SHIRPUR-G,SHIRPUR-G,INR,123584195,NSE,STK
SHIV-VANI OIL & GAS EXPLORAT,SHIV-VANI,SHIV-VANI,INR,56989385,NSE,STK
SHIVA TEXYARN LTD,SHIVTEX,SHIVTEX,INR,56989394,NSE,STK
SHIVAM AUTOTECH LTD,SHIVAMAUT,SHIVAMAUTO,INR,172251363,NSE,STK
SHOPPERS STOP LTD,SHOPERSTO,SHOPERSTOP,INR,82777602,NSE,STK
SHREE CEMENT LIMITED,SHREECEM,SHREECEM,INR,56989171,NSE,STK
SHREE GANESH FORGINGS LTD,SGFL,SGFL,INR,56988964,NSE,STK
SHREE GANESH JEWELLERY HOUSE,SGJHL,SGJHL,INR,74068898,NSE,STK
SHREE RAMA MULTI-TECH LTD,SHREERAMA,SHREERAMA,INR,56989184,NSE,STK
SHREE RAMA NEWSPRINT LTD,RAMANEWS,RAMANEWS,INR,56984881,NSE,STK
SHREE RENUKA SUGARS LTD,RENUKA,RENUKA,INR,56988994,NSE,STK
SHRENUJ & CO LTD,SHRENUJ,SHRENUJ,INR,56989039,NSE,STK
SHREYANS INDUSTRIES LTD,SHREYANIN,SHREYANIND,INR,75733212,NSE,STK
SHREYAS SHIPPING & LOGISTICS,SHREYAS,SHREYAS,INR,56989204,NSE,STK
SHRI ASTER SILICATES LTD,SHRIASTER,SHRIASTER,INR,77576805,NSE,STK
