serialno,symbol,servicename,type,exchange,primaryexchange,currency,expiry,option,right,minsize,barsstarttime,streamingpriority,strategy
870,KANSAINER,KANSAINER,STK,NSE,,INR,,,,1,,4,ADR:CNX500
871,KARMAENG,KARMAENG,STK,NSE,,INR,,,,1,,100,
872,KTKBANK,KTKBANK,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
873,KARURKCP,KARURKCP,STK,NSE,,INR,,,,1,,100,
874,KARURVYSY,KARURVYSYA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
875,KGL,KGL,STK,NSE,,INR,,,,1,,100,
876,KAUSHALYA,KAUSHALYA,STK,NSE,,INR,,,,1,,100,
877,KSCL,KSCL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
878,KAVVERITE,KAVVERITEL,STK,NSE,,INR,,,,1,,100,
879,KCP,KCP,STK,NSE,,INR,,,,1,,4,ADR:CNX500
880,KCPSUGIND,KCPSUGIND,STK,NSE,,INR,,,,1,,100,
881,KOPDRUGS,KOPDRUGS,STK,NSE,,INR,,,,1,,100,
882,KEC,KEC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
883,KEI,KEI,STK,NSE,,INR,,,,1,,100,
884,KEMROCK,KEMROCK,STK,NSE,,INR,,,,1,,100,
885,KERNEX,KERNEX,STK,NSE,,INR,,,,1,,100,
886,KESARENT,KESARENT,STK,NSE,,INR,,,,1,,100,
887,KTIL,KTIL,STK,NSE,,INR,,,,1,,100,
888,KESORAMIN,KESORAMIND,STK,NSE,,INR,,,,1,,4,ADR:CNX500
889,KKCL,KKCL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
890,KEYCORPSE,KEYCORPSER,STK,NSE,,INR,,,,1,,100,
891,KHAITANEL,KHAITANELE,STK,NSE,,INR,,,,1,,100,
892,KHAITANLT,KHAITANLTD,STK,NSE,,INR,,,,1,,100,
893,KHANDSE,KHANDSE,STK,NSE,,INR,,,,1,,100,
894,KILITCH,KILITCH,STK,NSE,,INR,,,,1,,100,
895,KFA,KFA,STK,NSE,,INR,,,,1,,100,
896,KIRIINDUS,KIRIINDUS,STK,NSE,,INR,,,,1,,100,
897,KBIL,KBIL,STK,NSE,,INR,,,,1,,100,
898,KIRLOSBRO,KIRLOSBROS,STK,NSE,,INR,,,,1,,100,
899,KECL,KECL,STK,NSE,,INR,,,,1,,100,
900,KIRLOSIND,KIRLOSIND,STK,NSE,,INR,,,,1,,100,
901,KIRLOSENG,KIRLOSENG,STK,NSE,,INR,,,,1,,100,
902,KITEX,KITEX,STK,NSE,,INR,,,,1,,100,
903,KITPLYIND,KITPLYIND,STK,NSE,,INR,,,,1,,100,
904,KLGSYSTEL,KLGSYSTEL,STK,NSE,,INR,,,,1,,100,
905,KLRF,KLRF,STK,NSE,,INR,,,,1,,100,
906,KMSUGAR,KMSUGAR,STK,NSE,,INR,,,,1,,100,
907,KNRCON,KNRCON,STK,NSE,,INR,,,,1,,100,
908,KOHINOOR,KOHINOOR,STK,NSE,,INR,,,,1,,100,
909,KOLTEPATI,KOLTEPATIL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
910,KOPRAN,KOPRAN,STK,NSE,,INR,,,,1,,100,
911,KOTAKGOLD,KOTAKGOLD,STK,NSE,,INR,,,,1,,100,
912,KOTAKBANK,KOTAKBANK,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
913,KOTAKNIFT,KOTAKNIFTY,STK,NSE,,INR,,,,1,,100,
914,KOTAKPSUB,KOTAKPSUBK,STK,NSE,,INR,,,,1,,100,
915,KOTHARIPE,KOTHARIPET,STK,NSE,,INR,,,,1,,100,
916,KOTHARIPR,KOTHARIPRO,STK,NSE,,INR,,,,1,,100,
917,KOTARISUG,KOTARISUG,STK,NSE,,INR,,,,1,,100,
918,KOVAI,KOVAI,STK,NSE,,INR,,,,1,,100,
919,KPIT,KPIT,STK,NSE,,INR,,,,1,,4,ADR:CNX500
920,KPRMILL,KPRMILL,STK,NSE,,INR,,,,1,,100,
921,KRBL,KRBL,STK,NSE,,INR,,,,1,,100,
922,KRISHNAEN,KRISHNAENG,STK,NSE,,INR,,,,1,,100,
923,KRITIIND,KRITIIND,STK,NSE,,INR,,,,1,,100,
924,KSBPUMPS,KSBPUMPS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
925,KSE,KSE,STK,NSE,,INR,,,,1,,100,
926,KSK,KSK,STK,NSE,,INR,,,,1,,4,ADR:CNX500
927,KWALITY,KWALITY,STK,NSE,,INR,,,,1,,100,
928,LTFH,L&TFH,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
929,LAOPALA,LAOPALA,STK,NSE,,INR,,,,1,,100,
930,LAKSHMIEF,LAKSHMIEFL,STK,NSE,,INR,,,,1,,100,
931,LAKSHMIFI,LAKSHMIFIN,STK,NSE,,INR,,,,1,,100,
932,LAXMIMACH,LAXMIMACH,STK,NSE,,INR,,,,1,,4,ADR:CNX500
933,LAKSHMIMI,LAKSHMIMIL,STK,NSE,,INR,,,,1,,100,
934,LAKPRE,LAKPRE,STK,NSE,,INR,,,,1,,100,
935,LAKSHVILA,LAKSHVILAS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
936,LANCOIN,LANCOIN,STK,NSE,,INR,,,,1,,100,
937,LITL,LITL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
938,LPDC,LPDC,STK,NSE,,INR,,,,1,,100,
939,LT,LT,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
940,LGBBROSLT,LGBBROSLTD,STK,NSE,,INR,,,,1,,100,
941,LGBFORGE,LGBFORGE,STK,NSE,,INR,,,,1,,100,
942,LIBERTSHO,LIBERTSHOE,STK,NSE,,INR,,,,1,,100,
943,LICHSGFIN,LICHSGFIN,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
944,LLOYDELEN,LLOYDELENG,STK,NSE,,INR,,,,1,,100,
945,LLOYDFIN,LLOYDFIN,STK,NSE,,INR,,,,1,,100,
946,UTTAMVALU,UTTAMVALUE,STK,NSE,,INR,,,,1,,100,
947,LML,LML,STK,NSE,,INR,,,,1,,100,
948,LOGIXMICR,LOGIXMICRO,STK,NSE,,INR,,,,1,,100,
949,LOKESHMAC,LOKESHMACH,STK,NSE,,INR,,,,1,,100,
950,LOTUSEYE,LOTUSEYE,STK,NSE,,INR,,,,1,,100,
951,LOVABLE,LOVABLE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
952,DAAWAT,DAAWAT,STK,NSE,,INR,,,,1,,100,
953,LUMAXTECH,LUMAXTECH,STK,NSE,,INR,,,,1,,100,
954,LUMAXAUTO,LUMAXAUTO,STK,NSE,,INR,,,,1,,100,
955,LUMAXIND,LUMAXIND,STK,NSE,,INR,,,,1,,100,
956,LUPIN,LUPIN,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
957,LYKALABS,LYKALABS,STK,NSE,,INR,,,,1,,100,
958,LYPSAGEMS,LYPSAGEMS,STK,NSE,,INR,,,,1,,100,
959,UJAAS,UJAAS,STK,NSE,,INR,,,,1,,100,
960,MADHAV,MADHAV,STK,NSE,,INR,,,,1,,100,
961,MADHUCON,MADHUCON,STK,NSE,,INR,,,,1,,100,
962,RAMCOCEM,RAMCOCEM,STK,NSE,,INR,,,,1,,4,ADR:CNX500
963,MADRASFER,MADRASFERT,STK,NSE,,INR,,,,1,,100,
964,MAGMA,MAGMA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
965,MAGNUM1,MAGNUM,STK,NSE,,INR,,,,1,,100,
966,MTNL,MTNL,STK,NSE,,INR,,,,1,,100,
967,MAHSCOOTE,MAHSCOOTER,STK,NSE,,INR,,,,1,,4,ADR:CNX500
968,MAHSEAMLE,MAHSEAMLES,STK,NSE,,INR,,,,1,,4,ADR:CNX500
969,MMFS,M&MFIN,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
970,MM,M&M,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
971,MAHINDCIE,MAHINDCIE,STK,NSE,,INR,,,,1,,100,
972,MHRIL,MHRIL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
973,MAHLIFE,MAHLIFE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
974,MAHINDUGI,MAHINDUGIN,STK,NSE,,INR,,,,1,,4,ADR:CNX500
975,MAITHANAL,MAITHANALL,STK,NSE,,INR,,,,1,,100,
976,MALUPAPER,MALUPAPER,STK,NSE,,INR,,,,1,,100,
977,MALWACOTT,MALWACOTT,STK,NSE,,INR,,,,1,,100,
978,MAANALU,MAANALU,STK,NSE,,INR,,,,1,,100,
979,MANINDS,MANINDS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
980,MANINFRA,MANINFRA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
981,MANAKSIA,MANAKSIA,STK,NSE,,INR,,,,1,,100,
982,MANALIPET,MANALIPETC,STK,NSE,,INR,,,,1,,100,
983,MANAPPURA,MANAPPURAM,STK,NSE,,INR,,,,1,,100,
984,MANDHANA,MANDHANA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
985,MANGLMCEM,MANGLMCEM,STK,NSE,,INR,,,,1,,100,
986,MANGALAM,MANGALAM,STK,NSE,,INR,,,,1,,100,
987,MANGTIMBE,MANGTIMBER,STK,NSE,,INR,,,,1,,100,
988,MANGCHEFE,MANGCHEFER,STK,NSE,,INR,,,,1,,4,ADR:CNX500
989,MRPL,MRPL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
990,MANJEERA,MANJEERA,STK,NSE,,INR,,,,1,,100,
991,MANJUSHRE,MANJUSHREE,STK,NSE,,INR,,,,1,,100,
992,MANUGRAPH,MANUGRAPH,STK,NSE,,INR,,,,1,,100,
993,MARALOVER,MARALOVER,STK,NSE,,INR,,,,1,,100,
994,MARG,MARG,STK,NSE,,INR,,,,1,,100,
995,MARICO,MARICO,STK,NSE,,INR,,,,1,,100,
996,MARKSANS,MARKSANS,STK,NSE,,INR,,,,1,,100,
997,MARUTI,MARUTI,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
998,MASTEK,MASTEK,STK,NSE,,INR,,,,1,,4,ADR:CNX500
999,MAWANASUG,MAWANASUG,STK,NSE,,INR,,,,1,,100,
1000,MAX,MAX,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1001,MAXWELL,MAXWELL,STK,NSE,,INR,,,,1,,100,
1002,MAYURUNIQ,MAYURUNIQ,STK,NSE,,INR,,,,1,,100,
1003,MBLINFRA,MBLINFRA,STK,NSE,,INR,,,,1,,100,
1004,MCDHOLDIN,MCDHOLDING,STK,NSE,,INR,,,,1,,100,
1005,MCLEODRUS,MCLEODRUSS,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
1006,MBECL,MBECL,STK,NSE,,INR,,,,1,,100,
1007,MMWL,MMWL,STK,NSE,,INR,,,,1,,100,
1008,MEGASOFT,MEGASOFT,STK,NSE,,INR,,,,1,,100,
1009,MEGH,MEGH,STK,NSE,,INR,,,,1,,100,
1010,MELSTAR,MELSTAR,STK,NSE,,INR,,,,1,,100,
1011,MERCATOR,MERCATOR,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1012,MERCK,MERCK,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1013,METKORE,METKORE,STK,NSE,,INR,,,,1,,100,
1014,MIC,MIC,STK,NSE,,INR,,,,1,,100,
1015,MICROTECH,MICROTECH,STK,NSE,,INR,,,,1,,100,
1016,MICROSEC,MICROSEC,STK,NSE,,INR,,,,1,,100,
1017,NEXTMEDIA,NEXTMEDIA,STK,NSE,,INR,,,,1,,100,
1018,MINDACORP,MINDACORP,STK,NSE,,INR,,,,1,,100,
1019,MINDAIND,MINDAIND,STK,NSE,,INR,,,,1,,100,
1020,MINDTREE,MINDTREE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1021,MIRCELECT,MIRCELECTR,STK,NSE,,INR,,,,1,,100,
1022,MIRZAINT,MIRZAINT,STK,NSE,,INR,,,,1,,100,
1023,MITCON,MITCON_SM,STK,NSE,,INR,,,,1,,100,
1024,MMFL,MMFL,STK,NSE,,INR,,,,1,,100,
1025,MMTC,MMTC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1026,MOHITIND,MOHITIND,STK,NSE,,INR,,,,1,,100,
1027,MOIL,MOIL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1028,CGCL,CGCL,STK,NSE,,INR,,,,1,,100,
1029,MONNETISP,MONNETISPA,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1030,MONSANTO,MONSANTO,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1031,MORARJEE,MORARJEE,STK,NSE,,INR,,,,1,,100,
1032,MOREPENLA,MOREPENLAB,STK,NSE,,INR,,,,1,,100,
1033,MOSERBAER,MOSERBAER,STK,NSE,,INR,,,,1,,100,
1034,MOTHERSUM,MOTHERSUMI,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1035,MOTILALOF,MOTILALOFS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1036,MGOLD,MGOLD,STK,NSE,,INR,,,,1,,100,
1037,M100,M100,STK,NSE,,INR,,,,1,,100,
1038,M50,M50,STK,NSE,,INR,,,,1,,100,
1039,N100,N100,STK,NSE,,INR,,,,1,,100,
1040,MOTOGENFI,MOTOGENFIN,STK,NSE,,INR,,,,1,,100,
1041,MPHASIS,MPHASIS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1042,MPSLTD,MPSLTD,STK,NSE,,INR,,,,1,,100,
1043,MRF,MRF,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
1044,MRO-TEK,MRO-TEK,STK,NSE,,INR,,,,1,,100,
1045,WELPROJ,WELPROJ,STK,NSE,,INR,,,,1,,100,
1046,MSPL,MSPL,STK,NSE,,INR,,,,1,,100,
1047,MTEDUCARE,MTEDUCARE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1048,MUDRA,MUDRA,STK,NSE,,INR,,,,1,,100,
1049,MUKANDENG,MUKANDENGG,STK,NSE,,INR,,,,1,,100,
1050,MUKANDLTD,MUKANDLTD,STK,NSE,,INR,,,,1,,100,
1051,MUKTAARTS,MUKTAARTS,STK,NSE,,INR,,,,1,,100,
1052,MCX,MCX,STK,NSE,,INR,,,,1,,100,
1053,MUNJALAU,MUNJALAU,STK,NSE,,INR,,,,1,,100,
1054,MUNJALSHO,MUNJALSHOW,STK,NSE,,INR,,,,1,,100,
1055,MURLIIND,MURLIIND,STK,NSE,,INR,,,,1,,100,
1056,MURUDCERA,MURUDCERA,STK,NSE,,INR,,,,1,,100,
1057,MUTHOOTFI,MUTHOOTFIN,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1058,MVLIND,MVLIND,STK,NSE,,INR,,,,1,,100,
1059,MVL,MVL,STK,NSE,,INR,,,,1,,100,
1060,NCC,NCC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1061,NAGAROIL,NAGAROIL,STK,NSE,,INR,,,,1,,100,
1062,NAGREEKCA,NAGREEKCAP,STK,NSE,,INR,,,,1,,100,
1063,NAGREEKEX,NAGREEKEXP,STK,NSE,,INR,,,,1,,100,
1064,NAHARCAP,NAHARCAP,STK,NSE,,INR,,,,1,,100,
1065,NAHARINDU,NAHARINDUS,STK,NSE,,INR,,,,1,,100,
1066,NAHARPOLY,NAHARPOLY,STK,NSE,,INR,,,,1,,100,
1067,NAHARSPIN,NAHARSPING,STK,NSE,,INR,,,,1,,100,
1068,NAKODA,NAKODA,STK,NSE,,INR,,,,1,,100,
1069,NSIL,NSIL,STK,NSE,,INR,,,,1,,100,
1070,NDL,NDL,STK,NSE,,INR,,,,1,,100,
1071,NATCOPHAR,NATCOPHARM,STK,NSE,,INR,,,,1,,100,
1072,NATHBIOGE,NATHBIOGEN,STK,NSE,,INR,,,,1,,100,
1073,NATIONALU,NATIONALUM,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1074,NBCC,NBCC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1075,NFL,NFL,STK,NSE,,INR,,,,1,,100,
1076,NOL,NOL,STK,NSE,,INR,,,,1,,100,
1077,NATNLSTEE,NATNLSTEEL,STK,NSE,,INR,,,,1,,100,
1078,NBVENTURE,NBVENTURES,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1079,NAVINFLUO,NAVINFLUOR,STK,NSE,,INR,,,,1,,100,
1080,NAVNETEDU,NAVNETEDUL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1081,NCLIND,NCLIND,STK,NSE,,INR,,,,1,,100,
1082,NECLIFE,NECLIFE,STK,NSE,,INR,,,,1,,100,
1083,NEHAINT,NEHAINT,STK,NSE,,INR,,,,1,,100,
1084,NELCAST,NELCAST,STK,NSE,,INR,,,,1,,100,
1085,NELCO,NELCO,STK,NSE,,INR,,,,1,,100,
1086,NEOCORP,NEOCORP,STK,NSE,,INR,,,,1,,100,
1087,NEPCMICON,NEPCMICON,STK,NSE,,INR,,,,1,,100,
1088,NESCO,NESCO,STK,NSE,,INR,,,,1,,100,
1089,NESTLEIND,NESTLEIND,STK,NSE,,INR,,,,1,,100,
1090,NET4,NET4,STK,NSE,,INR,,,,1,,100,
1091,NETWORK18,NETWORK18,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1092,NEULANDLA,NEULANDLAB,STK,NSE,,INR,,,,1,,100,
1093,NDTV,NDTV,STK,NSE,,INR,,,,1,,100,
1094,NEYVELILI,NEYVELILIG,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1095,NHPC,NHPC,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
1096,NICCO,NICCO,STK,NSE,,INR,,,,1,,100,
1097,NIITLTD,NIITLTD,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1098,NIITTECH,NIITTECH,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1099,NILKAMAL,NILKAMAL,STK,NSE,,INR,,,,1,,100,
1100,NIPPOBATR,NIPPOBATRY,STK,NSE,,INR,,,,1,,100,
1101,NCOPPER,NCOPPER,STK,NSE,,INR,,,,1,,100,
1102,NITCO,NITCO,STK,NSE,,INR,,,,1,,100,
1103,NITESHEST,NITESHEST,STK,NSE,,INR,,,,1,,100,
1104,NITINFIRE,NITINFIRE,STK,NSE,,INR,,,,1,,100,
1105,NITINSPIN,NITINSPIN,STK,NSE,,INR,,,,1,,100,
1106,NMDC,NMDC,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
1107,NOCIL,NOCIL,STK,NSE,,INR,,,,1,,100,
1108,NOIDATOLL,NOIDATOLL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1109,NORBTEAEX,NORBTEAEXP,STK,NSE,,INR,,,,1,,100,
1110,NGCT,NGCT,STK,NSE,,INR,,,,1,,100,
1111,GREENFIRE,GREENFIRE,STK,NSE,,INR,,,,1,,100,
1112,GSLNOVA,GSLNOVA,STK,NSE,,INR,,,,1,,100,
1113,NOVOPANIN,NOVOPANIND,STK,NSE,,INR,,,,1,,100,
1114,NRBBEARIN,NRBBEARING,STK,NSE,,INR,,,,1,,100,
1115,NIBL,NIBL,STK,NSE,,INR,,,,1,,100,
1116,NRC,NRC,STK,NSE,,INR,,,,1,,100,
1117,NTPC,NTPC,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
1118,NUTEK,NUTEK,STK,NSE,,INR,,,,1,,100,
1119,PRESSMN,PRESSMN,STK,NSE,,INR,,,,1,,100,
1120,NUCLEUS,NUCLEUS,STK,NSE,,INR,,,,1,,100,
1121,SWELECTES,SWELECTES,STK,NSE,,INR,,,,1,,100,
1122,OBEROIRLT,OBEROIRLTY,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1123,OCL,OCL,STK,NSE,,INR,,,,1,,100,
1124,OISL,OISL,STK,NSE,,INR,,,,1,,100,
1125,ONGC,ONGC,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:NIFTY:IDT
1126,OILCOUNTU,OILCOUNTUB,STK,NSE,,INR,,,,1,,100,
1127,OIL,OIL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1128,OMMETALS,OMMETALS,STK,NSE,,INR,,,,1,,100,
1129,OMAXAUTO,OMAXAUTO,STK,NSE,,INR,,,,1,,100,
1130,OMAXE,OMAXE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1131,OMKARCHEM,OMKARCHEM,STK,NSE,,INR,,,,1,,100,
1132,OMNITECH,OMNITECH,STK,NSE,,INR,,,,1,,100,
1133,ONELIFECA,ONELIFECAP,STK,NSE,,INR,,,,1,,100,
1134,ONMOBILE,ONMOBILE,STK,NSE,,INR,,,,1,,100,
1135,ONWARDTEC,ONWARDTEC,STK,NSE,,INR,,,,1,,100,
1136,OPAL,OPAL_SM,STK,NSE,,INR,,,,1,,100,
1137,OPTOCIRCU,OPTOCIRCUI,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1138,OFSS,OFSS,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
1139,ORBITCORP,ORBITCORP,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1140,ORBTEXP,ORBTEXP,STK,NSE,,INR,,,,1,,100,
1141,ORCHIDCHE,ORCHIDCHEM,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1142,ORIENTABR,ORIENTABRA,STK,NSE,,INR,,,,1,,100,
1143,ORIENTCEM,ORIENTCEM,STK,NSE,,INR,,,,1,,100,
1144,ORIENTBEL,ORIENTBELL,STK,NSE,,INR,,,,1,,100,
1145,GREENPOWE,GREENPOWER,STK,NSE,,INR,,,,1,,100,
1146,ORIENTPPR,ORIENTPPR,STK,NSE,,INR,,,,1,,100,
1147,ORIENTLTD,ORIENTLTD,STK,NSE,,INR,,,,1,,100,
1148,ORIENTREF,ORIENTREF,STK,NSE,,INR,,,,1,,100,
1149,ORIENTBAN,ORIENTBANK,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
1150,ORIENTHOT,ORIENTHOT,STK,NSE,,INR,,,,1,,100,
1151,ORIENTALT,ORIENTALTL,STK,NSE,,INR,,,,1,,100,
1152,ORISSAMIN,ORISSAMINE,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1153,BINDALAGR,BINDALAGRO,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1154,OSWALMIN,OSWALMIN,STK,NSE,,INR,,,,1,,100,
1155,OUDHSUG,OUDHSUG,STK,NSE,,INR,,,,1,,100,
1156,PAEL,PAEL,STK,NSE,,INR,,,,1,,100,
1157,PAGEIND,PAGEIND,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1158,SRGINFOTE,SRGINFOTEC,STK,NSE,,INR,,,,1,,100,
1159,PANACEABI,PANACEABIO,STK,NSE,,INR,,,,1,,100,
1160,PANAMAPET,PANAMAPET,STK,NSE,,INR,,,,1,,100,
1161,PANASONIC,PANASONIC,STK,NSE,,INR,,,,1,,100,
1162,PANCARBON,PANCARBON,STK,NSE,,INR,,,,1,,100,
1163,PANCHSHEE,PANCHSHEEL,STK,NSE,,INR,,,,1,,100,
1164,PANORAMUN,PANORAMUNI,STK,NSE,,INR,,,,1,,100,
1165,FRL,FRL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1166,FRLDVR,FRLDVR,STK,NSE,,INR,,,,1,,100,
1167,PAPERPROD,PAPERPROD,STK,NSE,,INR,,,,1,,100,
1168,PARABDRUG,PARABDRUGS,STK,NSE,,INR,,,,1,,100,
1169,PARACABLE,PARACABLES,STK,NSE,,INR,,,,1,,100,
1170,PARAPRINT,PARAPRINT,STK,NSE,,INR,,,,1,,100,
1171,PARASPETR,PARASPETRO,STK,NSE,,INR,,,,1,,100,
1172,PARAL,PARAL,STK,NSE,,INR,,,,1,,100,
1173,PDPL,PDPL,STK,NSE,,INR,,,,1,,100,
1174,PARRYSUGA,PARRYSUGAR,STK,NSE,,INR,,,,1,,100,
1175,PARSVNATH,PARSVNATH,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1176,PATELENG,PATELENG,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1177,PATINTLOG,PATINTLOG,STK,NSE,,INR,,,,1,,100,
1178,PATSPINLT,PATSPINLTD,STK,NSE,,INR,,,,1,,100,
1179,PBAINFRA,PBAINFRA,STK,NSE,,INR,,,,1,,100,
1180,PCJEWELLE,PCJEWELLER,STK,NSE,,INR,,,,1,,100,
1181,PILIND,PILIND,STK,NSE,,INR,,,,1,,100,
1182,PGIL,PGIL,STK,NSE,,INR,,,,1,,100,
1183,PEARLPOLY,PEARLPOLY,STK,NSE,,INR,,,,1,,100,
1184,PENINLAND,PENINLAND,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1185,PENIND,PENIND,STK,NSE,,INR,,,,1,,100,
1186,PERIATEA,PERIATEA,STK,NSE,,INR,,,,1,,100,
1187,PERSISTEN,PERSISTENT,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1188,PFRL,PFRL,STK,NSE,,INR,,,,1,,100,
1189,PETRONENG,PETRONENGG,STK,NSE,,INR,,,,1,,100,
1190,PETRONET,PETRONET,STK,NSE,,INR,,,,1,09:15:00?15:30:00?Asia/Kolkata,1,ADR:CNX500:IDT
1191,PFIZER,PFIZER,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1192,PGEL,PGEL,STK,NSE,,INR,,,,1,,100,
1193,PHILIPCAR,PHILIPCARB,STK,NSE,,INR,,,,1,,100,
1194,PHOENIXLT,PHOENIXLTD,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1195,PIIND,PIIND,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1196,PIDILITIN,PIDILITIND,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1197,PILANIINV,PILANIINV,STK,NSE,,INR,,,,1,,100,
1198,PIONDIST,PIONDIST,STK,NSE,,INR,,,,1,,100,
1199,PIONEEREM,PIONEEREMB,STK,NSE,,INR,,,,1,,100,
1200,PIPAVAVDO,PIPAVAVDOC,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1201,PIRGLASS,PIRGLASS,STK,NSE,,INR,,,,1,,100,
1202,PEL,PEL,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1203,PIRPHYTO,PIRPHYTO,STK,NSE,,INR,,,,1,,100,
1204,PITTILAM,PITTILAM,STK,NSE,,INR,,,,1,,100,
1205,PLASTIBLE,PLASTIBLEN,STK,NSE,,INR,,,,1,,100,
1206,PLETHICO,PLETHICO,STK,NSE,,INR,,,,1,,100,
1207,PNBGILTS,PNBGILTS,STK,NSE,,INR,,,,1,,100,
1208,POCHIRAJU,POCHIRAJU,STK,NSE,,INR,,,,1,,100,
1209,POLARIND,POLARIND,STK,NSE,,INR,,,,1,,100,
1210,POLARIS,POLARIS,STK,NSE,,INR,,,,1,,4,ADR:CNX500
1211,POLYMED,POLYMED,STK,NSE,,INR,,,,1,,100,
