serialno,brokersymbol,exchangesymbol,displayname,type,exchange,primaryexchange,currency,expiry,option,right,minsize,barstarttime,streaming,strategy
335,DCBBANK,DCBBANK,,STK,NSE,,INR,,,,1,,4,DATA
336,DCMSHRIRA,DCMSHRIRAM,,STK,NSE,,INR,,,,1,,4,DATA
337,DEEPAKFER,DEEPAKFERT,,STK,NSE,,INR,,,,1,,4,DATA
338,DELTACORP,DELTACORP,,STK,NSE,,INR,,,,1,,4,DATA
339,DEN,DEN,,STK,NSE,,INR,,,,1,,4,DATA
340,DENABANK,DENABANK,,STK,NSE,,INR,,,,1,,4,DATA
341,DHANBANK,DHANBANK,,STK,NSE,,INR,,,,1,,4,DATA
342,DISHMAN,DISHMAN,,STK,NSE,,INR,,,,1,,4,DATA
343,DREDGECOR,DREDGECORP,,STK,NSE,,INR,,,,1,,4,DATA
344,DYNAMATEC,DYNAMATECH,,STK,NSE,,INR,,,,1,,4,DATA
345,EIDPARRY,EIDPARRY,,STK,NSE,,INR,,,,1,,4,DATA
346,EIHOTEL,EIHOTEL,,STK,NSE,,INR,,,,1,,4,DATA
347,ESABINDIA,ESABINDIA,,STK,NSE,,INR,,,,1,,4,DATA
348,EDELWEISS,EDELWEISS,,STK,NSE,,INR,,,,1,,4,DATA
349,ELECTCAST,ELECTCAST,,STK,NSE,,INR,,,,1,,4,DATA
350,ELGIEQUIP,ELGIEQUIP,,STK,NSE,,INR,,,,1,,4,DATA
351,EMAMILTD,EMAMILTD,,STK,NSE,,INR,,,,1,,4,DATA
352,ENIL,ENIL,,STK,NSE,,INR,,,,1,,4,DATA
353,EROSMEDIA,EROSMEDIA,,STK,NSE,,INR,,,,1,,4,DATA
354,ESCORTS,ESCORTS,,STK,NSE,,INR,,,,1,,4,DATA
355,ESSDEE,ESSDEE,,STK,NSE,,INR,,,,1,,4,DATA
356,ESSELPACK,ESSELPACK,,STK,NSE,,INR,,,,1,,4,DATA
357,EVEREADY,EVEREADY,,STK,NSE,,INR,,,,1,,4,DATA
358,FDC,FDC,,STK,NSE,,INR,,,,1,,4,DATA
359,FAGBEARIN,FAGBEARING,,STK,NSE,,INR,,,,1,,4,DATA
360,FMGOETZE,FMGOETZE,,STK,NSE,,INR,,,,1,,4,DATA
361,FINANTECH,FINANTECH,,STK,NSE,,INR,,,,1,,4,DATA
362,FINCABLES,FINCABLES,,STK,NSE,,INR,,,,1,,4,DATA
363,FINPIPE,FINPIPE,,STK,NSE,,INR,,,,1,,4,DATA
364,FSL,FSL,,STK,NSE,,INR,,,,1,,4,DATA
365,FLEXITUFF,FLEXITUFF,,STK,NSE,,INR,,,,1,,4,DATA
366,FORTIS,FORTIS,,STK,NSE,,INR,,,,1,,4,DATA
367,FCEL,FCEL,,STK,NSE,,INR,,,,1,,4,DATA
368,FLFL,FLFL,,STK,NSE,,INR,,,,1,,4,DATA
369,FRL,FRL,,STK,NSE,,INR,,,,1,,4,DATA
370,GHCL,GHCL,,STK,NSE,,INR,,,,1,,4,DATA
371,GTLINFRA,GTLINFRA,,STK,NSE,,INR,,,,1,,4,DATA
372,GVKPIL,GVKPIL,,STK,NSE,,INR,,,,1,,4,DATA
373,GABRIEL,GABRIEL,,STK,NSE,,INR,,,,1,,4,DATA
374,GAMMNINFR,GAMMNINFRA,,STK,NSE,,INR,,,,1,,4,DATA
375,GDL,GDL,,STK,NSE,,INR,,,,1,,4,DATA
376,GATI,GATI,,STK,NSE,,INR,,,,1,,4,DATA
377,GEOJITBNP,GEOJITBNPP,,STK,NSE,,INR,,,,1,,4,DATA
378,GEOMETRIC,GEOMETRIC,,STK,NSE,,INR,,,,1,,4,DATA
379,GILLETTE,GILLETTE,,STK,NSE,,INR,,,,1,,4,DATA
380,GITANJALI,GITANJALI,,STK,NSE,,INR,,,,1,,4,DATA
381,GSKCONS,GSKCONS,,STK,NSE,,INR,,,,1,,4,DATA
382,GLAXO,GLAXO,,STK,NSE,,INR,,,,1,,4,DATA
383,GP,GODFRYPHLP,,STK,NSE,,INR,,,,1,,4,DATA
384,GPL,GODREJPROP,,STK,NSE,,INR,,,,1,,4,DATA
385,GRAPHITE,GRAPHITE,,STK,NSE,,INR,,,,1,,4,DATA
386,GESHIP,GESHIP,,STK,NSE,,INR,,,,1,,4,DATA
387,GREAVESCO,GREAVESCOT,,STK,NSE,,INR,,,,1,,4,DATA
388,GRUH,GRUH,,STK,NSE,,INR,,,,1,,4,DATA
389,GUJALKALI,GUJALKALI,,STK,NSE,,INR,,,,1,,4,DATA
390,GUJFLUORO,GUJFLUORO,,STK,NSE,,INR,,,,1,,4,DATA
391,GIPCL,GIPCL,,STK,NSE,,INR,,,,1,,4,DATA
392,GMDCLTD,GMDCLTD,,STK,NSE,,INR,,,,1,,4,DATA
393,GNFC,GNFC,,STK,NSE,,INR,,,,1,,4,DATA
394,GPPL,GPPL,,STK,NSE,,INR,,,,1,,4,DATA
395,GSFC,GSFC,,STK,NSE,,INR,,,,1,,4,DATA
396,GSPL,GSPL,,STK,NSE,,INR,,,,1,,4,DATA
397,GULFOILLU,GULFOILLUB,,STK,NSE,,INR,,,,1,,4,DATA
398,HEG,HEG,,STK,NSE,,INR,,,,1,,4,DATA
399,HCL-INSYS,HCL-INSYS,,STK,NSE,,INR,,,,1,,4,DATA
400,HSIL,HSIL,,STK,NSE,,INR,,,,1,,4,DATA
401,HTMEDIA,HTMEDIA,,STK,NSE,,INR,,,,1,,4,DATA
402,HATHWAY,HATHWAY,,STK,NSE,,INR,,,,1,,4,DATA
403,HERITGFOO,HERITGFOOD,,STK,NSE,,INR,,,,1,,4,DATA
404,HFCL,HFCL,,STK,NSE,,INR,,,,1,,4,DATA
405,HIMATSEID,HIMATSEIDE,,STK,NSE,,INR,,,,1,,4,DATA
406,HCC,HCC,,STK,NSE,,INR,,,,1,,4,DATA
407,HINDCOPPE,HINDCOPPER,,STK,NSE,,INR,,,,1,,4,DATA
408,HONAUT,HONAUT,,STK,NSE,,INR,,,,1,,4,DATA
409,ICRA,ICRA,,STK,NSE,,INR,,,,1,,4,DATA
410,IIFL,IIFL,,STK,NSE,,INR,,,,1,,4,DATA
411,ILFSENGG,IL&FSENGG,,STK,NSE,,INR,,,,1,,4,DATA
412,ILFSTRANS,IL&FSTRANS,,STK,NSE,,INR,,,,1,,4,DATA
413,ITDCEM,ITDCEM,,STK,NSE,,INR,,,,1,,4,DATA
414,IVRCLINFR,IVRCLINFRA,,STK,NSE,,INR,,,,1,,4,DATA
415,IBVENTURE,IBVENTURES,,STK,NSE,,INR,,,,1,,4,DATA
416,INDIANB,INDIANB,,STK,NSE,,INR,,,,1,,4,DATA
417,INDHOTEL,INDHOTEL,,STK,NSE,,INR,,,,1,,4,DATA
418,NAUKRI,NAUKRI,,STK,NSE,,INR,,,,1,,4,DATA
419,INGERRAND,INGERRAND,,STK,NSE,,INR,,,,1,,4,DATA
420,INOXLEISU,INOXLEISUR,,STK,NSE,,INR,,,,1,,4,DATA
421,INOXWIND,INOXWIND,,STK,NSE,,INR,,,,1,,4,DATA
422,IPCALAB,IPCALAB,,STK,NSE,,INR,,,,1,,4,DATA
423,JBCHEPHAR,JBCHEPHARM,,STK,NSE,,INR,,,,1,,4,DATA
424,JKCEMENT,JKCEMENT,,STK,NSE,,INR,,,,1,,4,DATA
425,JKIL,JKIL,,STK,NSE,,INR,,,,1,,4,DATA
426,JBFIND,JBFIND,,STK,NSE,,INR,,,,1,,4,DATA
427,JKLAKSHMI,JKLAKSHMI,,STK,NSE,,INR,,,,1,,4,DATA
428,JKTYRE,JKTYRE,,STK,NSE,,INR,,,,1,,4,DATA
429,JMFINANCI,JMFINANCIL,,STK,NSE,,INR,,,,1,,4,DATA
430,JSWHL,JSWHL,,STK,NSE,,INR,,,,1,,4,DATA
431,JAGRAN,JAGRAN,,STK,NSE,,INR,,,,1,,4,DATA
432,JAICORPLT,JAICORPLTD,,STK,NSE,,INR,,,,1,,4,DATA
433,JPPOWER,JPPOWER,,STK,NSE,,INR,,,,1,,4,DATA
434,JKBK,J&KBANK,,STK,NSE,,INR,,,,1,,4,DATA
435,JPINFRATE,JPINFRATEC,,STK,NSE,,INR,,,,1,,4,DATA
436,JINDALSAW,JINDALSAW,,STK,NSE,,INR,,,,1,,4,DATA
437,JUBILANT,JUBILANT,,STK,NSE,,INR,,,,1,,4,DATA
438,JYOTHYLAB,JYOTHYLAB,,STK,NSE,,INR,,,,1,,4,DATA
439,JYOTISTRU,JYOTISTRUC,,STK,NSE,,INR,,,,1,,4,DATA
440,KPRMILL,KPRMILL,,STK,NSE,,INR,,,,1,,4,DATA
441,KCP,KCP,,STK,NSE,,INR,,,,1,,4,DATA
442,KNRCON,KNRCON,,STK,NSE,,INR,,,,1,,4,DATA
443,KPIT,KPIT,,STK,NSE,,INR,,,,1,,4,DATA
444,KRBL,KRBL,,STK,NSE,,INR,,,,1,,4,DATA
445,KSBPUMPS,KSBPUMPS,,STK,NSE,,INR,,,,1,,4,DATA
446,KSK,KSK,,STK,NSE,,INR,,,,1,,4,DATA
447,KAJARIACE,KAJARIACER,,STK,NSE,,INR,,,,1,,4,DATA
448,KALPATPOW,KALPATPOWR,,STK,NSE,,INR,,,,1,,4,DATA
449,KANSAINER,KANSAINER,,STK,NSE,,INR,,,,1,,4,DATA
450,KARURVYSY,KARURVYSYA,,STK,NSE,,INR,,,,1,,4,DATA
451,KEC,KEC,,STK,NSE,,INR,,,,1,,4,DATA
452,KKCL,KKCL,,STK,NSE,,INR,,,,1,,4,DATA
453,KITEX,KITEX,,STK,NSE,,INR,,,,1,,4,DATA
454,KOLTEPATI,KOLTEPATIL,,STK,NSE,,INR,,,,1,,4,DATA
455,LGBBROSLT,LGBBROSLTD,,STK,NSE,,INR,,,,1,,4,DATA
456,LAOPALA,LAOPALA,,STK,NSE,,INR,,,,1,,4,DATA
457,LAXMIMACH,LAXMIMACH,,STK,NSE,,INR,,,,1,,4,DATA
458,LAKSHVILA,LAKSHVILAS,,STK,NSE,,INR,,,,1,,4,DATA
459,LITL,LITL,,STK,NSE,,INR,,,,1,,4,DATA
460,LINDEINDI,LINDEINDIA,,STK,NSE,,INR,,,,1,,4,DATA
461,MBLINFRA,MBLINFRA,,STK,NSE,,INR,,,,1,,4,DATA
462,MMTC,MMTC,,STK,NSE,,INR,,,,1,,4,DATA
463,MOIL,MOIL,,STK,NSE,,INR,,,,1,,4,DATA
464,MTEDUCARE,MTEDUCARE,,STK,NSE,,INR,,,,1,,4,DATA
465,MAGMA,MAGMA,,STK,NSE,,INR,,,,1,,4,DATA
466,MAHSCOOTE,MAHSCOOTER,,STK,NSE,,INR,,,,1,,4,DATA
467,MAHSEAMLE,MAHSEAMLES,,STK,NSE,,INR,,,,1,,4,DATA
468,MHRIL,MHRIL,,STK,NSE,,INR,,,,1,,4,DATA
469,MAHLIFE,MAHLIFE,,STK,NSE,,INR,,,,1,,4,DATA
470,MANDHANA,MANDHANA,,STK,NSE,,INR,,,,1,,4,DATA
471,MRPL,MRPL,,STK,NSE,,INR,,,,1,,4,DATA
472,MARKSANS,MARKSANS,,STK,NSE,,INR,,,,1,,4,DATA
473,MAYURUNIQ,MAYURUNIQ,,STK,NSE,,INR,,,,1,,4,DATA
474,MERCATOR,MERCATOR,,STK,NSE,,INR,,,,1,,4,DATA
475,MERCK,MERCK,,STK,NSE,,INR,,,,1,,4,DATA
476,METALFORG,METALFORGE,,STK,NSE,,INR,,,,1,,4,DATA
477,MONSANTO,MONSANTO,,STK,NSE,,INR,,,,1,,4,DATA
478,MOTILALOF,MOTILALOFS,,STK,NSE,,INR,,,,1,,4,DATA
479,MPHASIS,MPHASIS,,STK,NSE,,INR,,,,1,,4,DATA
480,MUNJALSHO,MUNJALSHOW,,STK,NSE,,INR,,,,1,,4,DATA
481,MUTHOOTFI,MUTHOOTFIN,,STK,NSE,,INR,,,,1,,4,DATA
482,NATCOPHAR,NATCOPHARM,,STK,NSE,,INR,,,,1,,4,DATA
483,NDTV,NDTV,,STK,NSE,,INR,,,,1,,4,DATA
484,NIITLTD,NIITLTD,,STK,NSE,,INR,,,,1,,4,DATA
485,NIITTECH,NIITTECH,,STK,NSE,,INR,,,,1,,4,DATA
486,NOCIL,NOCIL,,STK,NSE,,INR,,,,1,,4,DATA
487,NATIONALU,NATIONALUM,,STK,NSE,,INR,,,,1,,4,DATA
488,NBCC,NBCC,,STK,NSE,,INR,,,,1,,4,DATA
489,NBVENTURE,NBVENTURES,,STK,NSE,,INR,,,,1,,4,DATA
490,NAVNETEDU,NAVNETEDUL,,STK,NSE,,INR,,,,1,,4,DATA
491,NETWORK18,NETWORK18,,STK,NSE,,INR,,,,1,,4,DATA
492,NEYVELILI,NEYVELILIG,,STK,NSE,,INR,,,,1,,4,DATA
493,NITINFIRE,NITINFIRE,,STK,NSE,,INR,,,,1,,4,DATA
494,NOIDATOLL,NOIDATOLL,,STK,NSE,,INR,,,,1,,4,DATA
495,OBEROIRLT,OBEROIRLTY,,STK,NSE,,INR,,,,1,,4,DATA
496,OMAXE,OMAXE,,STK,NSE,,INR,,,,1,,4,DATA
497,OPTOCIRCU,OPTOCIRCUI,,STK,NSE,,INR,,,,1,,4,DATA
498,ORIENTCEM,ORIENTCEM,,STK,NSE,,INR,,,,1,,4,DATA
499,ORISSAMIN,ORISSAMINE,,STK,NSE,,INR,,,,1,,4,DATA
500,BINDALAGR,BINDALAGRO,,STK,NSE,,INR,,,,1,,4,DATA
501,PIIND,PIIND,,STK,NSE,,INR,,,,1,,4,DATA
502,PNCINFRA,PNCINFRA,,STK,NSE,,INR,,,,1,,4,DATA
503,PFS,PFS,,STK,NSE,,INR,,,,1,,4,DATA
504,PVR,PVR,,STK,NSE,,INR,,,,1,,4,DATA
505,PARSVNATH,PARSVNATH,,STK,NSE,,INR,,,,1,,4,DATA
506,PATELENG,PATELENG,,STK,NSE,,INR,,,,1,,4,DATA
507,PENINLAND,PENINLAND,,STK,NSE,,INR,,,,1,,4,DATA
508,PENIND,PENIND,,STK,NSE,,INR,,,,1,,4,DATA
509,PERSISTEN,PERSISTENT,,STK,NSE,,INR,,,,1,,4,DATA
510,PFIZER,PFIZER,,STK,NSE,,INR,,,,1,,4,DATA
511,PHOENIXLT,PHOENIXLTD,,STK,NSE,,INR,,,,1,,4,DATA
512,PIPAVAVDO,PIPAVAVDOC,,STK,NSE,,INR,,,,1,,4,DATA
513,PEL,PEL,,STK,NSE,,INR,,,,1,,4,DATA
514,PRAJIND,PRAJIND,,STK,NSE,,INR,,,,1,,4,DATA
515,PRAKASH,PRAKASH,,STK,NSE,,INR,,,,1,,4,DATA
516,PRESTIGE,PRESTIGE,,STK,NSE,,INR,,,,1,,4,DATA
517,PRISMCEM,PRISMCEM,,STK,NSE,,INR,,,,1,,4,DATA
518,PGHH,PGHH,,STK,NSE,,INR,,,,1,,4,DATA
519,PUNJLLOYD,PUNJLLOYD,,STK,NSE,,INR,,,,1,,4,DATA
520,PURVA,PURVA,,STK,NSE,,INR,,,,1,,4,DATA
521,RADICO,RADICO,,STK,NSE,,INR,,,,1,,4,DATA
522,RAIN,RAIN,,STK,NSE,,INR,,,,1,,4,DATA
523,RAJESHEXP,RAJESHEXPO,,STK,NSE,,INR,,,,1,,4,DATA
524,RALLIS,RALLIS,,STK,NSE,,INR,,,,1,,4,DATA
525,RCF,RCF,,STK,NSE,,INR,,,,1,,4,DATA
526,RATNAMANI,RATNAMANI,,STK,NSE,,INR,,,,1,,4,DATA
527,RAYMOND,RAYMOND,,STK,NSE,,INR,,,,1,,4,DATA
528,REDINGTON,REDINGTON,,STK,NSE,,INR,,,,1,,4,DATA
529,RIIL,RIIL,,STK,NSE,,INR,,,,1,,4,DATA
530,RELIGARE,RELIGARE,,STK,NSE,,INR,,,,1,,4,DATA
531,REPCOHOME,REPCOHOME,,STK,NSE,,INR,,,,1,,4,DATA
532,RICOAUTO,RICOAUTO,,STK,NSE,,INR,,,,1,,4,DATA
533,ROLTA,ROLTA,,STK,NSE,,INR,,,,1,,4,DATA
534,RUCHISOYA,RUCHISOYA,,STK,NSE,,INR,,,,1,,4,DATA
535,SEINV,SEINV,,STK,NSE,,INR,,,,1,,4,DATA
536,SKFINDIA,SKFINDIA,,STK,NSE,,INR,,,,1,,4,DATA
537,SREINFRA,SREINFRA,,STK,NSE,,INR,,,,1,,4,DATA
538,SADBHAV,SADBHAV,,STK,NSE,,INR,,,,1,,4,DATA
539,SANOFI,SANOFI,,STK,NSE,,INR,,,,1,,4,DATA
540,SHANTIGEA,SHANTIGEAR,,STK,NSE,,INR,,,,1,,4,DATA
541,SCI,SCI,,STK,NSE,,INR,,,,1,,4,DATA
542,SHOPERSTO,SHOPERSTOP,,STK,NSE,,INR,,,,1,,4,DATA
543,SHREECEM,SHREECEM,,STK,NSE,,INR,,,,1,,4,DATA
544,RENUKA,RENUKA,,STK,NSE,,INR,,,,1,,4,DATA
545,SHRENUJ,SHRENUJ,,STK,NSE,,INR,,,,1,,4,DATA
546,SHRIRAMCI,SHRIRAMCIT,,STK,NSE,,INR,,,,1,,4,DATA
547,SIMPLEXIN,SIMPLEXINF,,STK,NSE,,INR,,,,1,,4,DATA
548,SINTEX,SINTEX,,STK,NSE,,INR,,,,1,,4,DATA
549,SITICABLE,SITICABLE,,STK,NSE,,INR,,,,1,,4,DATA
550,SOBHA,SOBHA,,STK,NSE,,INR,,,,1,,4,DATA
551,SONASTEER,SONASTEER,,STK,NSE,,INR,,,,1,,4,DATA
552,SONATSOFT,SONATSOFTW,,STK,NSE,,INR,,,,1,,4,DATA
553,SRIPIPES,SRIPIPES,,STK,NSE,,INR,,,,1,,4,DATA
554,SBBJ,SBBJ,,STK,NSE,,INR,,,,1,,4,DATA
555,SBT,SBT,,STK,NSE,,INR,,,,1,,4,DATA
556,STRTECH,STRTECH,,STK,NSE,,INR,,,,1,,4,DATA
557,SPARC,SPARC,,STK,NSE,,INR,,,,1,,4,DATA
558,SUNDARMFI,SUNDARMFIN,,STK,NSE,,INR,,,,1,,4,DATA
559,SUNDRMFAS,SUNDRMFAST,,STK,NSE,,INR,,,,1,,4,DATA
560,SUNTECK,SUNTECK,,STK,NSE,,INR,,,,1,,4,DATA
561,SUPREMEIN,SUPREMEIND,,STK,NSE,,INR,,,,1,,4,DATA
562,SUPREMEI1,SUPREMEINF,,STK,NSE,,INR,,,,1,,4,DATA
563,SUPPETRO,SUPPETRO,,STK,NSE,,INR,,,,1,,4,DATA
564,SUVEN,SUVEN,,STK,NSE,,INR,,,,1,,4,DATA
565,SUZLON,SUZLON,,STK,NSE,,INR,,,,1,,4,DATA
566,SWANENERG,SWANENERGY,,STK,NSE,,INR,,,,1,,4,DATA
567,SWARAJENG,SWARAJENG,,STK,NSE,,INR,,,,1,,4,DATA
568,SYMPHONY,SYMPHONY,,STK,NSE,,INR,,,,1,,4,DATA
569,TDPOWERSY,TDPOWERSYS,,STK,NSE,,INR,,,,1,,4,DATA
570,TTKPRESTI,TTKPRESTIG,,STK,NSE,,INR,,,,1,,4,DATA
571,TVTODAY,TVTODAY,,STK,NSE,,INR,,,,1,,4,DATA
572,TNPL,TNPL,,STK,NSE,,INR,,,,1,,4,DATA
573,TCO,TATACOFFEE,,STK,NSE,,INR,,,,1,,4,DATA
574,TATAELXSI,TATAELXSI,,STK,NSE,,INR,,,,1,,4,DATA
575,TATAINVES,TATAINVEST,,STK,NSE,,INR,,,,1,,4,DATA
576,TATASPONG,TATASPONGE,,STK,NSE,,INR,,,,1,,4,DATA
577,TECHNO,TECHNO,,STK,NSE,,INR,,,,1,,4,DATA
578,RAMCOCEM,RAMCOCEM,,STK,NSE,,INR,,,,1,,4,DATA
579,THERMAX,THERMAX,,STK,NSE,,INR,,,,1,,4,DATA
580,THOMASCOO,THOMASCOOK,,STK,NSE,,INR,,,,1,,4,DATA
581,TORNTPOWE,TORNTPOWER,,STK,NSE,,INR,,,,1,,4,DATA
582,TREEHOUSE,TREEHOUSE,,STK,NSE,,INR,,,,1,,4,DATA
583,TRENT,TRENT,,STK,NSE,,INR,,,,1,,4,DATA
584,TBZ,TBZ,,STK,NSE,,INR,,,,1,,4,DATA
585,TRIDENT,TRIDENT,,STK,NSE,,INR,,,,1,,4,DATA
586,TUBEINVES,TUBEINVEST,,STK,NSE,,INR,,,,1,,4,DATA
587,UFLEX,UFLEX,,STK,NSE,,INR,,,,1,,4,DATA
588,UNICHEMLA,UNICHEMLAB,,STK,NSE,,INR,,,,1,,4,DATA
589,MCDOWELL-,MCDOWELL-N,,STK,NSE,,INR,,,,1,,4,DATA
590,USHAMART,USHAMART,,STK,NSE,,INR,,,,1,,4,DATA
591,UTTAMSTL,UTTAMSTL,,STK,NSE,,INR,,,,1,,4,DATA
592,VIPIND,VIPIND,,STK,NSE,,INR,,,,1,,4,DATA
593,VRLLOG,VRLLOG,,STK,NSE,,INR,,,,1,,4,DATA
594,VSTIND,VSTIND,,STK,NSE,,INR,,,,1,,4,DATA
595,WABAG,WABAG,,STK,NSE,,INR,,,,1,,4,DATA
596,VAIBHAVGB,VAIBHAVGBL,,STK,NSE,,INR,,,,1,,4,DATA
597,VAKRANGEE,VAKRANGEE,,STK,NSE,,INR,,,,1,,4,DATA
598,VTL,VTL,,STK,NSE,,INR,,,,1,,4,DATA
599,VESUVIUS,VESUVIUS,,STK,NSE,,INR,,,,1,,4,DATA
600,VIDEOIND,VIDEOIND,,STK,NSE,,INR,,,,1,,4,DATA
601,VIJAYABAN,VIJAYABANK,,STK,NSE,,INR,,,,1,,4,DATA
602,VINATIORG,VINATIORGA,,STK,NSE,,INR,,,,1,,4,DATA
603,VIVIDHA,VIVIDHA,,STK,NSE,,INR,,,,1,,4,DATA
604,WABCOINDI,WABCOINDIA,,STK,NSE,,INR,,,,1,,4,DATA
605,WELCORP,WELCORP,,STK,NSE,,INR,,,,1,,4,DATA
606,WELSPUNIN,WELSPUNIND,,STK,NSE,,INR,,,,1,,4,DATA
607,WHEELS,WHEELS,,STK,NSE,,INR,,,,1,,4,DATA
608,WHIRLPOOL,WHIRLPOOL,,STK,NSE,,INR,,,,1,,4,DATA
609,ZENSARTEC,ZENSARTECH,,STK,NSE,,INR,,,,1,,4,DATA
610,ZYDUSWELL,ZYDUSWELL,,STK,NSE,,INR,,,,1,,4,DATA
611,ECLERX,ECLERX,,STK,NSE,,INR,,,,1,,4,DATA
